# name|lat|lon|elevation_m|radius_km
Kumana|-24.7503|31.2211|-18|22.0
Lindley|-27.8791|27.9135|-290|22.0
Kashiwara|34.4500|135.7667|213|22.0
Apricena|41.7863|15.4439|1788|22.0
Saint-Dié-des-Vosges|48.2843|6.9492|1924|22.0
Moscow|55.7558|37.6176|180|80.0
El Mourouj|36.7136|10.2096|2018|22.0
Bolkhov|53.4430|36.0055|2137|22.0
Akyar|51.8591|58.2214|2197|22.0
Tobly Bangolo|6.7428|-7.1886|1158|22.0
South Sandwich Trench|-58.4000|-26.4000|-8266|110.0
Skåre|59.4333|13.4333|1819|22.0
Mont-Tremblant|46.2127|-74.5844|971|22.0
Dubai Sports City|25.0388|55.2172|1101|22.0
Stewartville|43.8555|-92.4885|1220|22.0
Kihoku|34.2105|136.3348|216|22.0
Winchester|42.4523|-71.1370|1004|22.0
Bovezzo|45.5900|10.2418|1883|22.0
Thoen|17.6129|99.2161|691|22.0
Begova|37.2375|43.1628|1600|22.0
Chiang Mai|18.7904|98.9847|719|22.0
Genk|50.9650|5.5008|1909|22.0
Paimpol|48.7783|-3.0466|2217|22.0
Cave|41.8168|12.9405|1856|22.0
Robbah|33.2797|6.9098|2189|22.0
Walhain-Saint-Paul|50.6263|4.6984|1935|22.0
Braslovče|46.2880|15.0398|1776|22.0
Balik Pulau|5.3492|100.2394|251|22.0
Karpinsk|59.7683|60.0062|1990|22.0
Ierápetra|35.0119|25.7423|1540|22.0
Carindale|-27.5058|153.1024|-350|22.0
Kilwa Masoko|-8.9251|39.5131|628|22.0
Barranqueras|-27.4813|-58.9393|-350|22.0
Southington|41.5965|-72.8776|1011|22.0
Santander|43.4659|-3.8049|2385|22.0
Dingras|18.1032|120.6967|-260|22.0
Linfeng|29.8910|107.2197|337|22.0
Sarnia|42.9787|-82.4041|1080|22.0
Dhorīmanna|25.2037|71.4369|1347|22.0
Kirkby in Ashfield|53.0998|-1.2438|2029|22.0
Blakeview|-34.6757|138.7101|-350|22.0
Raipur|21.2333|81.6333|1160|22.0
Amuquhu|34.8115|102.6869|511|22.0
San Marcos|8.6597|-75.1281|850|22.0
Clarin|8.2023|123.8582|-350|22.0
Roberval|48.5168|-72.2324|980|22.0
Kaulsdorf|52.5173|13.5887|1785|22.0
Orient Heights|42.3876|-71.0037|1004|22.0
Carnoustie|56.5026|-2.7053|1963|22.0
Gare|49.6018|6.1297|1920|22.0
Waggaman|29.9185|-90.2109|1279|22.0
Bālugaon|20.1784|85.1133|1088|22.0
Comodoro|-13.6631|-59.7858|131|22.0
Santa Fe|-31.6488|-60.7087|-350|22.0
Ballarpur|19.8470|79.3458|1086|22.0
Mālanpur|26.3572|78.2870|1408|22.0
Heusden|51.0281|3.8043|1949|22.0
Pervomaysk|48.0448|30.8478|1842|22.0
Karaçoban|39.3436|42.0992|1683|22.0
Burntwood|52.6808|-1.9276|2062|22.0
Alhaurín el Grande|36.6430|-4.6873|2504|22.0
Worpswede|53.2211|8.9259|1817|22.0
MacPherson|1.3271|103.8841|20|22.0
Tecax|20.2052|-89.2852|1013|22.0
Pescara|42.4584|14.2028|1815|22.0
Frankhuis|52.5250|6.0681|1869|22.0
Novosemeykino|53.3706|50.3543|2296|22.0
Singarāyakonda|15.2305|80.0279|804|22.0
Otley|53.9055|-1.6938|2018|22.0
Timurni|22.3712|77.2274|1220|22.0
Meung-sur-Loire|47.8312|1.6958|2089|22.0
Abadan|38.0541|58.1972|1888|22.0
Khairpur|28.0644|69.7036|1492|22.0
Orinoco A|-24.7626|31.0652|-22|22.0
Wetherby|53.9284|-1.3867|2008|22.0
Xujia|31.6448|109.6713|227|22.0
Great Falls|47.5002|-111.3008|1256|22.0
Águas da Prata|-21.9367|-46.7167|114|22.0
Commonwealth|14.6969|121.0801|-298|22.0
Kamenka|50.7137|39.4245|2116|22.0
Aconcagua|-32.6532|-70.0109|6961|45.0
Storrington|50.9177|-0.4547|2071|22.0
Formosa|-26.1849|-58.1731|-350|22.0
Ribnitz-Damgarten|54.2422|12.4567|1789|22.0
Mechraa Bel Ksiri|34.5737|-5.9558|2526|22.0
Cabezas|19.3717|-96.3828|718|22.0
Oshamambe|42.5093|140.3773|743|22.0
Navrongo|10.8947|-1.0908|1664|22.0
Selfoss|63.9331|-20.9971|2149|22.0
Chennagiri|11.5360|78.0680|516|22.0
Premnitz|52.5318|12.3484|1791|22.0
Nazareth|40.7404|-75.3096|1035|22.0
Candelaria Arenas|18.4172|-66.2174|1058|22.0
Budapest II. kerület|47.5198|19.0222|1739|22.0
Northwest One|38.9043|-77.0120|1081|22.0
Tuxtla Chico|14.9395|-92.1666|622|22.0
Benin City|6.3381|5.6258|1525|22.0
Alassio|44.0039|8.1671|1968|22.0
Lādnūn|27.6531|74.3999|1483|22.0
La Croix-Rouge|43.3333|5.4540|2070|22.0
Shatsk|51.5021|23.9381|1832|22.0
Shonē|7.1333|37.9500|882|22.0
Ben Gardane|33.1378|11.2196|2027|22.0
Osprey|27.1962|-82.4904|1256|22.0
Aki-takata|34.6742|132.6819|147|22.0
Pongro|12.2565|105.9217|355|22.0
York University Heights|43.7657|-79.4889|1027|22.0
Fraccionamiento los Ángeles|23.1883|-106.3300|504|22.0
Tarrytown|41.0762|-73.8588|1020|22.0
Kasserine|35.1676|8.8365|2093|22.0
Church Hill|36.5223|-82.7135|1207|22.0
Sausalito|37.8591|-122.4852|617|22.0
South Hadley|42.2584|-72.5745|1004|22.0
Baasrode|51.0380|4.1546|1940|22.0
Kandi|11.1342|2.9386|1768|22.0
Bawshar|23.5777|58.3998|1054|22.0
Dalli Rājhara|20.5857|81.0750|1129|22.0
Kureekkad|9.9298|76.3746|370|22.0
Gusinje|42.5619|19.8339|1699|22.0
Steinhagen|52.0000|8.4000|1837|22.0
Pirmasens|49.2015|7.6053|1892|22.0
Achim|53.0142|9.0263|1817|22.0
Lowestoft|52.4752|1.7517|1966|22.0
Ensanche Luperón|18.5000|-69.9000|1105|22.0
Silveira|39.1112|-9.3643|2581|22.0
Zhizdra|53.7460|34.7395|2119|22.0
Uman|48.7501|30.2194|1854|22.0
Shady Hollow|30.1649|-97.8622|1178|22.0
Desterro de Entre Rios|-20.6600|-44.3325|207|22.0
Alta Sierra|35.7313|-118.5539|682|22.0
Usagara|-2.6833|33.0000|976|22.0
Vleuten|52.1058|5.0153|1898|22.0
Beelitz|52.2381|12.9714|1788|22.0
Khasht|27.2346|53.4352|1209|22.0
Cosrou|5.3191|-4.6589|1143|22.0
Boqueirão do Piauí|-4.4873|-42.1176|492|22.0
Bazarnyy Syzgan|53.7497|46.7586|2300|22.0
Thākurganj|26.4274|88.1311|1213|22.0
Jipijapa|-1.3484|-80.5791|28|22.0
Guildford|49.1917|-122.8000|1046|22.0
Maxhütte-Haidhof|49.1996|12.0923|1807|22.0
Alto Longá|-5.2511|-42.2103|487|22.0
Washingtonville|41.4279|-74.1660|1018|22.0
Kampong Ayer|4.8826|114.9449|-110|22.0
Pūlakkōd|11.3097|75.9500|466|22.0
University Place|47.2356|-122.5504|1003|22.0
Asnières-sur-Seine|48.9167|2.2833|2042|22.0
Bélbéji|14.6769|7.9828|1967|22.0
Daouo|7.4035|-6.6179|1229|22.0
Sidi Bennour|32.6524|-8.4277|2526|22.0
Hörde|51.4837|7.5003|1859|22.0
Fudong|23.1232|100.0001|714|22.0
Pleasantville|41.1329|-73.7926|1019|22.0
Bet Dagan|32.0019|34.8298|1349|22.0
Ukholovo|53.7921|40.4866|2234|22.0
Sardārpur|22.6655|74.9774|1226|22.0
Tanhaçu|-14.0214|-41.2481|372|22.0
Eranāpuram|11.5581|77.9893|517|22.0
Komsomol’sk|57.0294|40.3757|2309|22.0
Jatt|32.3984|35.0393|1359|22.0
Chlórakas|34.7984|32.4065|1443|22.0
Shenzhen|22.5455|114.0683|40|22.0
Belmont Cragin|41.9317|-87.7687|1189|22.0
Quţūr|30.9722|30.9561|1382|22.0
Fanba|32.7283|105.1149|417|22.0
Hazyview|-25.0440|31.1277|-38|22.0
Metapán|14.3333|-89.4500|699|22.0
Burton|-34.7334|138.6025|-350|22.0
Kuala Kedah|6.1000|100.3000|287|22.0
Traunreut|47.9627|12.5923|1808|22.0
Carmópolis de Minas|-20.5414|-44.6350|206|22.0
Antúnez|19.0159|-102.2058|424|22.0
Willowmore|-33.2927|23.4895|-350|22.0
Edgewood|39.0187|-84.5819|1195|22.0
Gages Lake|42.3517|-87.9826|1183|22.0
Firmat|-33.4594|-61.4832|-350|22.0
Bozkır|37.1896|32.2474|1508|22.0
Nibong Tebal|5.1659|100.4779|240|22.0
Maetinga|-14.6633|-41.4917|364|22.0
Nové Město nad Metují|50.3446|16.1515|1770|22.0
Altoona|40.5187|-78.3947|1073|22.0
Fray Bentos|-33.1165|-58.3107|-350|22.0
Varsity|51.0917|-114.1556|1227|22.0
Tanuma|36.3667|139.5833|429|22.0
Meulebeke|50.9514|3.2880|1964|22.0
Grums|59.3514|13.1111|1814|22.0
Nishinippori|35.7326|139.7696|400|22.0
Qiryat Bialik|32.8275|35.0858|1371|22.0
Chiquinquirá|5.6164|-73.8175|740|22.0
Dhī as Sufāl|13.8345|44.1147|703|22.0
Etterbeek|50.8327|4.3883|1938|22.0
Mogilno|52.6581|17.9558|1792|22.0
West Miami|25.7634|-80.2962|1236|22.0
Chelas|38.7412|-9.1201|2578|22.0
Gopāmau|27.5347|80.2851|1426|22.0
Seinäjoki|62.7945|22.8282|2074|22.0
Greenbelt|39.0046|-76.8755|1078|22.0
Yennadon|49.2330|-122.5859|1053|22.0
Caochuanpu|34.6494|106.0658|364|22.0
Margaride|41.3648|-8.2000|2543|22.0
Le Cannet|43.5766|7.0191|2013|22.0
Estavayer-le-Lac|46.8488|6.8465|1954|22.0
Bến Cát|11.1500|106.6000|309|22.0
Kosan|38.8558|127.4181|235|22.0
Thiès|14.7894|-16.9260|1376|22.0
Scotchtown|41.4815|-74.3602|1019|22.0
Candeal|-11.8081|-39.1192|373|22.0
Ārt Khwājah|37.0857|69.4796|1848|22.0
Amos|48.5669|-78.1162|939|22.0
Valladolid|41.6554|-4.7235|2449|22.0
Méricourt|50.4012|2.8625|1988|22.0
Janów Lubelski|50.7069|22.4104|1796|22.0
Kadoma|-18.3333|29.9153|352|22.0
Şoldăneşti|47.8162|28.7984|1802|22.0
Hua Hin|12.5707|99.9588|547|22.0
Laitumkhrah|25.5707|91.8977|1071|22.0
Saks|33.6987|-85.8397|1279|22.0
Choi Hung Estate|22.3364|114.2058|33|22.0
Essenbach|48.6133|12.2183|1809|22.0
Nāsriganj|25.0514|84.3284|1279|22.0
Blanchard|35.1378|-97.6581|1294|22.0
Namanyere|-7.5167|31.0500|880|22.0
Balzers|47.0666|9.5036|1880|22.0
Sant'Elpidio a Mare|43.2302|13.6882|1821|22.0
Zhangaarqa|48.6866|71.6447|1795|22.0
Ambāgarh Chauki|20.7764|80.7461|1139|22.0
Pragal|38.6746|-9.1698|2579|22.0
Rapid Valley|44.0625|-103.1463|1304|22.0
Bom Jesus da Lapa|-13.2550|-43.4181|401|22.0
Bethesda|38.9807|-77.1003|1081|22.0
Bon-Encontre|44.1860|0.6713|2217|22.0
Cunha Porã|-26.8936|-53.1681|-350|22.0
Bry-sur-Marne|48.8381|2.5249|2037|22.0
Uch-Korgon|40.2288|72.0592|1845|22.0
Wushan|30.9372|107.9466|300|22.0
Gent|51.0500|3.7167|1950|22.0
Cuyahoga Falls|41.1339|-81.4846|1105|22.0
Pajok|3.8651|32.4821|1105|22.0
Schelklingen|48.3757|9.7327|1858|22.0
Phumĭ Véal Srê|10.9808|104.7783|367|22.0
Fernando de la Mora|-25.3386|-57.5217|-350|22.0
Bhābhra|22.5305|74.3285|1214|22.0
La Palma|33.8464|-118.0467|602|22.0
Andapa|-14.6500|49.6500|142|22.0
Chattogram|22.3384|91.8317|1024|22.0
Mutzig|48.5397|7.4559|1907|22.0
Gulu|2.7746|32.2990|1098|22.0
Viljandi|58.3632|25.5916|2040|22.0
Postojna|45.7743|14.2153|1792|22.0
Mariánské Lázně|49.9646|12.7012|1795|22.0
Oliveira|-20.6964|-44.8272|198|22.0
Rio Verde|-17.7981|-50.9281|191|22.0
Bayt Kāḩil|31.5701|35.0650|1335|22.0
Nambutalai|9.7277|79.0071|396|22.0
Bhamo|24.2526|97.2336|843|22.0
Āmta|22.5834|88.0104|1130|22.0
Rossmoor|39.1037|-77.0711|1079|22.0
Donets|49.5083|36.5667|2011|22.0
Florham Park|40.7879|-74.3882|1027|22.0
Chhātak|25.0385|91.6696|1073|22.0
Turbo|8.0926|-76.7282|785|22.0
Providence|41.8240|-71.4128|1007|22.0
Mochudi|-24.4167|26.1500|-111|22.0
Petrusburg|-29.1160|25.4143|-350|22.0
Centro Familiar la Soledad|21.1350|-101.7497|588|22.0
Stoke Gifford|51.5169|-2.5405|2117|22.0
Tây Ninh|11.3100|106.0983|330|22.0
Chaeryŏng-ŭp|38.3992|125.6156|183|22.0
Kangayam|11.0060|77.5609|469|22.0
Valencina de la Concepción|37.4162|-6.0742|2530|22.0
Simele|36.8583|42.8501|1576|22.0
Pioltello|45.5015|9.3305|1908|22.0
Kandıra|41.0700|30.1526|1615|22.0
Povarovo|56.0667|37.0500|2236|22.0
Pedro Alexandre|-10.0125|-37.8947|366|22.0
Bayt al ‘Awābī|23.3032|57.5246|1025|22.0
Port Arthur|29.8852|-93.9423|1242|22.0
Saint-Vincent de Paul|48.8807|2.3551|2041|22.0
Böhl-Iggelheim|49.3806|8.3039|1874|22.0
Ginoza|26.4829|127.9778|-268|22.0
Welling|51.4625|0.1076|2038|22.0
Bétou|3.0550|18.5172|1443|22.0
Cottesloe|-31.9943|115.7582|-350|22.0
Itaperuna|-21.2050|-41.8878|217|22.0
Olho d'Água do Casado|-9.5019|-37.8339|368|22.0
Si Ma Cai|22.6951|104.2786|511|22.0
Kamëz|41.3817|19.7603|1696|22.0
Chŏngju|39.6933|125.2103|231|22.0
Sahāwar|27.7960|78.8337|1455|22.0
Rāmāpuram|13.1009|79.1841|646|22.0
Phulbāni|20.4810|84.2306|1109|22.0
Kulari|13.4000|-14.0833|1389|22.0
Calafindeşti|47.8500|26.1167|1769|22.0
Altsasu|42.9000|-2.1652|2344|22.0
Rio Tinto|-6.8031|-35.0806|327|22.0
Plympton|50.3907|-4.0602|2201|22.0
Es Somaa|36.5436|10.7806|2000|22.0
Kamalāpuram|15.3044|76.4765|765|22.0
Tornesch|53.6994|9.7172|1805|22.0
El Dividive|9.4751|-70.7349|945|22.0
Alpine|40.4533|-111.7780|1138|22.0
Sun City|33.7092|-117.1973|633|22.0
Quilá|24.4227|-107.2214|541|22.0
Castillo de Locubín|37.5286|-3.9422|2482|22.0
Qaţanā|33.4376|36.0789|1385|22.0
Mangaratiba|-22.9597|-44.0406|131|22.0
Palu|-0.9083|119.8708|-350|22.0
Kazan|55.7887|49.1221|2322|22.0
Campo Maior|-4.8278|-42.1686|490|22.0
Lee's Summit|38.9108|-94.3822|1313|22.0
Baixi|28.6997|104.5492|472|22.0
Yalvaç|38.2956|31.1778|1540|22.0
Pusa|1.5833|111.2500|-78|22.0
Gallup|35.5281|-108.7426|1064|22.0
Rincon|32.2960|-81.2354|1235|22.0
Galliano|29.4422|-90.2993|1272|22.0
Neuenkirch|47.0999|8.2042|1913|22.0
Jieshoucun|26.1548|119.9516|-151|22.0
Judian|27.3061|99.6491|727|22.0
Magabeni|-30.1724|30.7657|-350|22.0
Senillosa|-39.0141|-68.4328|-350|22.0
Laventille|10.6492|-61.4989|943|22.0
Tensta|59.3939|17.9011|1891|22.0
Reichstett|48.6486|7.7546|1898|22.0
Kumakura|37.1525|140.1685|488|22.0
Miramar|-8.1794|-78.9938|-350|22.0
Beryslav|46.8385|33.4266|1845|22.0
Vienna|48.2085|16.3721|1760|22.0
Lemberge|50.9763|3.7705|1951|22.0
Morant Bay|17.8815|-76.4093|1128|22.0
Santa Maria|-16.0310|-48.0293|314|22.0
Olten|47.3500|7.9033|1916|22.0
Judita|32.4079|35.7080|1355|22.0
Djakotomé|6.8991|1.7162|1468|22.0
Hailey|43.5196|-114.3153|1150|22.0
Halesowen|52.4486|-2.0494|2073|22.0
Ban Selaphum|16.0167|103.9500|488|22.0
Neuchâtel|46.9918|6.9310|1949|22.0
Tsaratanana|-16.7971|47.6516|195|22.0
Tammampatti|11.4413|78.4887|516|22.0
Dibao|30.6582|108.8954|261|22.0
Mlandizi|-6.7000|38.7333|698|22.0
Newington|38.7385|-77.1850|1086|22.0
El Goloso|40.5534|-3.6997|2438|22.0
Quedas do Iguaçu|-25.4530|-52.9046|-279|22.0
Sofrino|56.1500|37.9333|2253|22.0
Mehsi|26.3557|85.0925|1297|22.0
Presidente Epitácio|-21.7633|-52.1156|-40|22.0
Karlshuld|48.6819|11.2850|1824|22.0
Bozeman|45.6797|-111.0386|1251|22.0
Parafield Gardens|-34.7825|138.6108|-350|22.0
Sarwar|26.2425|75.1287|1416|22.0
São Mamede de Infesta|41.1918|-8.6111|2553|22.0
Novomykolayivka|47.9736|35.8981|1938|22.0
Mátészalka|47.9553|22.3235|1744|22.0
Santa Isabel|17.9661|-66.4049|1059|22.0
North Liberty|41.7492|-91.5979|1250|22.0
Java Trench|-10.4470|109.8500|-7725|100.0
Long Lama|3.7667|114.4000|-112|22.0
Lavender|1.3072|103.8630|19|22.0
Mahuver|21.0267|72.8868|1106|22.0
Anantapur|14.6778|77.6081|737|22.0
Cachoeira de Pajeú|-15.9665|-41.4958|341|22.0
Rio Linda|38.6910|-121.4486|705|22.0
Terrebonne|45.7000|-73.6473|978|22.0
Dola|23.2209|82.1332|1246|22.0
São Domingos do Capim|-1.6742|-47.7711|618|22.0
Karaman|37.1811|33.2150|1507|22.0
Brouagui|5.6508|-6.8242|1088|22.0
Ayer Molek|2.2028|102.3172|75|22.0
Miabi|-6.2215|23.3925|988|22.0
Bischofswiesen|47.6311|12.9831|1803|22.0
San Luis|16.1989|-89.4403|808|22.0
Marhaura|25.9735|84.8680|1293|22.0
Zwedru|6.0685|-8.1356|1071|22.0
Kunnatnād|10.0429|76.4241|379|22.0
Brownsfield|30.5466|-91.1207|1283|22.0
Merced|37.3022|-120.4830|678|22.0
Juan Griego|11.0817|-63.9655|974|22.0
Sursk|53.0754|45.6846|2280|22.0
Kuju|23.7254|85.5102|1216|22.0
Rockton|42.4525|-89.0723|1198|22.0
Chazuta|-6.5709|-76.1375|-134|22.0
Jenjarum|2.8724|101.4948|115|22.0
Mayaky|46.4125|30.2672|1779|22.0
Aksu|52.0402|76.9275|1437|22.0
El Vendrell|41.2167|1.5333|2254|22.0
Plano|33.0198|-96.6989|1271|22.0
Gislaved|57.3044|13.5408|1804|22.0
Oguta|5.7104|6.8094|1508|22.0
Ras Al Khaimah|25.7895|55.9432|1158|22.0
Zehdenick|52.9785|13.3316|1786|22.0
Uruoca|-3.3139|-40.5567|469|22.0
Dovhe|48.3650|23.2803|1756|22.0
Castellet|41.2628|1.6337|2250|22.0
Castel Maggiore|44.5771|11.3607|1867|22.0
Shahrak-e Qīāmdasht|35.5237|51.6505|1660|22.0
Bima|-8.4601|118.7267|-350|22.0
Kitcharao|9.4550|125.5731|-350|22.0
Venice|33.9908|-118.4601|591|22.0
Caranguejeira|39.7462|-8.7074|2567|22.0
Groton|41.3501|-72.0784|1010|22.0
Bhalukdubi|26.1575|90.6131|1125|22.0
São Vicente de Minas|-21.7125|-44.4442|169|22.0
Santa Terezinha de Itaipu|-25.4400|-54.4016|-347|22.0
Yushan|29.5328|108.4250|284|22.0
Altenkunstadt|50.1250|11.2503|1813|22.0
Greenville|40.9931|-73.8199|1021|22.0
Spenge|52.1402|8.4848|1834|22.0
Lucera|41.5055|15.3391|1793|22.0
Kamalamule|-24.8758|31.3118|-24|22.0
Tucker|33.8546|-84.2171|1260|22.0
Xico|19.2703|-98.9509|597|22.0
San Bartolo de Berrios|21.6124|-101.0684|650|22.0
Port Townsend|48.1174|-122.7607|1020|22.0
Kampong Dungun|3.2167|101.3167|134|22.0
Big Spring|32.2504|-101.4787|1159|22.0
Zama|35.4879|139.3910|375|22.0
Hallsberg|59.0646|15.1099|1838|22.0
Birkenwerder|52.6911|13.2783|1786|22.0
Newark|39.6837|-75.7497|1054|22.0
Taïbet|33.0851|6.3891|2209|22.0
Ibaiti|-23.8486|-50.1878|-80|22.0
San Raimundo|14.7646|-90.5949|678|22.0
Nová Dubnica|48.9348|18.1463|1754|22.0
Kādīpur|26.1678|82.3703|1349|22.0
Rockwood|35.8656|-84.6849|1245|22.0
Māyar|29.1046|75.8639|1534|22.0
Chinchinim|15.2145|73.9755|721|22.0
Mamaroneck|40.9487|-73.7326|1021|22.0
Findimanou|6.8315|-4.0830|1278|22.0
Hertzogville|-28.1276|25.5039|-350|22.0
Poughkeepsie|41.7004|-73.9210|1014|22.0
Sandomierz|50.6827|21.7490|1789|22.0
Hisai-motomachi|34.6667|136.4667|244|22.0
Villemur-sur-Tarn|43.8671|1.5028|2196|22.0
Lemmon Valley|39.6360|-119.8432|819|22.0
San Rafael Abajo|9.8310|-84.2901|629|22.0
Poukham Un|14.3575|-16.4123|1365|22.0
Dunkerque|51.0344|2.3768|1986|22.0
Lamballe|48.4681|-2.5178|2209|22.0
Kajatian|6.0311|120.9919|-347|22.0
Clarkson|-31.6828|115.7247|-350|22.0
Iāwar|23.0094|76.5007|1253|22.0
Garden City|33.5930|-79.0087|1189|22.0
Tabaporã|-11.3078|-56.8186|345|22.0
Marinilla|6.1736|-75.3362|727|22.0
Novaci|41.0420|21.4587|1666|22.0
Az Zulfī|26.2995|44.8154|1096|22.0
Pinerolo|44.8853|7.3313|1977|22.0
Gorna Oryahovitsa|43.1278|25.7017|1659|22.0
Cieza|38.2400|-1.4199|2405|22.0
Bagbera|22.7595|86.1905|1172|22.0
Ōmiya|36.5500|140.4167|463|22.0
Soanpeta|18.9700|78.3563|1029|22.0
Muggia|45.6042|13.7675|1801|22.0
Lakewood Park|27.5431|-80.4023|1243|22.0
Toliara|-23.3500|43.6667|125|22.0
Gond-Pontouvre|45.6833|0.1667|2196|22.0
New Richmond|45.1230|-92.5366|1191|22.0
Villa Sarmiento|-34.6336|-58.5705|-350|22.0
Melito di Porto Salvo|37.9263|15.7499|1808|22.0
Sumbuya|7.6479|-11.9606|1046|22.0
Jogbani|26.3990|87.2652|1239|22.0
Nyeri|-0.4201|36.9476|864|22.0
Waddān|29.1614|16.1390|1870|22.0
Abradine|6.1997|-3.6113|1247|22.0
Futtsu|35.3108|139.8188|378|22.0
San Felipe|14.6230|-91.5950|627|22.0
Saint Rose|29.9469|-90.3231|1279|22.0
Pszów|50.0399|18.3947|1764|22.0
Hughson|37.5969|-120.8660|676|22.0
Knottingley|53.7078|-1.2564|2012|22.0
Suffolk Downs Station|42.3898|-70.9978|1004|22.0
Kīlattingal|8.6926|76.7933|283|22.0
Uttar Krishnapur Part-I|24.7906|92.7934|1029|22.0
Itapiúna|-4.5644|-38.9222|426|22.0
Ţifeşti|45.8500|27.1000|1727|22.0
Fenain|50.3667|3.3000|1977|22.0
Chakghat|25.0428|81.7281|1321|22.0
Varkaus|62.3153|27.8730|2190|22.0
Srāvana Belgola|12.8574|76.4889|589|22.0
Dayrah|25.2714|55.3021|1117|22.0
Brixworth|52.3291|-0.9035|2043|22.0
Hlaw Kar|17.0004|96.0701|776|22.0
Drayo|6.2590|-6.0403|1164|22.0
Rio Grande da Serra|-23.7442|-46.3983|45|22.0
Kocahasanlı|36.5842|34.2736|1489|22.0
Novi Pazar|43.3500|27.2000|1665|22.0
Perleberg|53.0752|11.8574|1792|22.0
Salina Cruz|16.1754|-95.1942|567|22.0
Castro del Río|37.6912|-4.4806|2493|22.0
Pital|2.2665|-75.8044|492|22.0
Jansenville|-32.9431|24.6722|-350|22.0
Junín de los Andes|-39.9493|-71.0754|-350|22.0
Tobatí|-25.2611|-57.0833|-350|22.0
Kāmalāpuram|14.5983|78.6695|745|22.0
Porto Franco|-6.3383|-47.3992|552|22.0
Bar-le-Duc|48.7728|5.1611|1962|22.0
Teo|42.7950|-8.5480|2531|22.0
Weinstadt-Endersbach|48.8131|9.3639|1860|22.0
Miyada|35.7667|137.9500|348|22.0
Collingswood|39.9182|-75.0713|1044|22.0
Villa Zaragoza|22.0372|-100.7309|691|22.0
Vícar|36.8316|-2.6427|2455|22.0
Simaluguri|26.9185|94.7568|961|22.0
Turbat|26.0012|63.0485|1287|22.0
Canarana|-13.5522|-52.2683|342|22.0
Cairu|-13.4869|-39.0439|354|22.0
Buda-Kashalyova|52.7172|30.5679|1992|22.0
Horsforth|53.8426|-1.6375|2018|22.0
Makabe|36.2667|140.1000|439|22.0
Bryne|58.7354|5.6477|1786|22.0
Depew|42.9040|-78.6923|1034|22.0
East London|-33.0153|27.9116|-350|22.0
Āppukkudal|11.4685|77.5766|504|22.0
Borūjerd|33.8973|48.7516|1519|22.0
Ministro Andreazza|-11.0742|-61.5169|217|22.0
Limbach-Oberfrohna|50.8588|12.7616|1792|22.0
Fuji|29.1482|105.3739|429|22.0
Bel-Air|48.8417|2.4049|2041|22.0
Abyei|9.5953|28.4349|1335|22.0
Lido di Ostia|41.7321|12.2765|1876|22.0
Ban Nambak|20.6267|102.4526|593|22.0
Wailea|20.6897|-156.4419|93|22.0
Ostseebad Kühlungsborn|54.1476|11.7432|1791|22.0
Heshan|35.5234|119.5101|46|22.0
Tortosa|10.9329|123.0900|-350|22.0
Red Bluff|40.1785|-122.2358|743|22.0
Piovera|40.4557|-3.6351|2438|22.0
Bashan|27.7682|116.0502|-17|22.0
Utraula|27.3193|82.4187|1381|22.0
Thrakomakedónes|38.1296|23.7575|1606|22.0
Notodden|59.5594|9.2585|1782|22.0
São Jorge de Arroios|38.7289|-9.1381|2579|22.0
Jussara|-15.8650|-50.8681|275|22.0
Zoar|-33.4956|21.4437|-350|22.0
Vieux-Habitants|16.0587|-61.7667|981|22.0
Ushuaia|-54.8108|-68.3159|-350|22.0
Arroyo|17.9658|-66.0613|1054|22.0
Nara-shi|34.6850|135.8048|227|22.0
Środa Śląska|51.1641|16.5951|1774|22.0
Ijero-Ekiti|7.8151|5.0672|1607|22.0
Cosham|50.8465|-1.0634|2091|22.0
Miba|33.5427|105.7819|382|22.0
Jhīnjhak|26.5609|79.7342|1401|22.0
Ondangwa|-17.9082|15.9804|64|22.0
Banjaran|-7.0453|107.5878|-350|22.0
Angus|44.3168|-79.8829|1021|22.0
Bath Beach|40.6046|-74.0043|1026|22.0
Zmeinogorsk|51.1581|82.1941|1188|22.0
Areosa|41.1815|-8.5878|2553|22.0
Aş Şuwayrah|32.9256|44.7758|1409|22.0
Kybartai|54.6386|22.7632|1886|22.0
Highland Park|42.1817|-87.8003|1184|22.0
Andrijevica|42.7339|19.7919|1700|22.0
Sakai|35.3532|139.2101|362|22.0
Valday|57.9773|33.2515|2210|22.0
Arenys de Munt|41.6142|2.5397|2210|22.0
Villa Hidalgo|21.7418|-105.2310|461|22.0
Barra de São Miguel|-7.7511|-36.3181|348|22.0
Chaïdári|38.0114|23.6660|1607|22.0
Bilecik|40.1419|29.9793|1590|22.0
Licab|15.5439|120.7634|-279|22.0
Moncks Corner|33.1963|-80.0143|1209|22.0
Sulzbach an der Murr|49.0030|9.5003|1854|22.0
San Miguel Sigüilá|14.8955|-91.6146|644|22.0
Zastron|-30.3023|27.0840|-350|22.0
Gnesta|59.0475|17.3119|1874|22.0
Finglas|53.3892|-6.2969|2171|22.0
Tanzhou|22.2550|113.4669|67|22.0
Sutherland|-34.0310|151.0553|-350|22.0
Bodegraven|52.0825|4.7500|1904|22.0
Pallichal|8.4498|77.0257|269|22.0
Stenhousemuir|56.0268|-3.8146|2007|22.0
